ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date,Monitor Name(s),Daylight Hours,Temperature Low (F),Temperature High (F),Soil Moisture (%),Inundation Treatment,Replicate,Species,Other - Species,Population,Other - Population,Density Treatment,Plant ID,Phenological Stage,Other - Phenological Stage,Notes,Water Level (cm),Plant ID,x,y
4080,d75e7810-25ba-4c24-b920-b9f797a46eeb,5/26/2023 7:18:24 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:18:24 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,50.5,S,1,ELMA,,DC,,5+5,,Survived,,Too small to identify,0,DICOT3,-119.843434200479,34.4130696010354
4081,7682156e-2369-4ee7-9a76-253935ac7c5e,5/26/2023 7:18:26 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:18:26 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,50.5,S,1,ELMA,,DC,,5+5,,Survived,,Too small to identify,0,DICOT4,-119.843436141077,34.4130683430172
4082,4ec34bdf-b4ef-40aa-b6af-3b70ad260492,5/26/2023 7:18:28 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:18:28 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,48.5,S,1,JUBU,,A,,5,,Survived,,,0,JUBU2,-119.843437274897,34.4130666200858
4083,ff3b83b6-3e46-4941-b57b-48f9a5810f71,5/26/2023 7:18:30 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:18:30 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,48.5,S,1,JUBU,,A,,5,,Survived,,,0,JUBU5,-119.843430061727,34.4130714023677
4084,dfe44aa5-6829-44ad-a312-7f7ccf4893af,5/26/2023 7:18:32 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:18:32 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,48.5,S,1,JUBU,,A,,5,,Survived,,,0,JUBU6,-119.843427457058,34.4130730893127
4085,bd308988-347e-44bd-9869-f1a4760d2ffa,5/26/2023 7:18:33 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:18:33 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,48.5,S,1,JUBU,,A,,5,,Survived,,,0,DICOT1,-119.843434681196,34.4130718546915
4086,9d9caf28-fab6-412d-b878-6b8809840e5d,5/26/2023 7:18:35 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:18:35 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,48.5,S,1,JUBU,,A,,5,,Survived,,,0,DICOT2,-119.843436529583,34.4130655387932
4087,2815cd62-df47-4282-b991-823fb0aaaa43,5/26/2023 7:18:37 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:18:37 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51.5,H,2,JUBU,,IV,,5,,Survived,,,0,JUBU1,-119.843438996991,34.4130821310592
4088,8b949964-2e47-4449-8744-079417168b80,5/26/2023 7:18:50 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:18:50 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51.5,H,2,JUBU,,IV,,5,,Survived,,,0,JUBU2,-119.843460315287,34.4130642759286
4089,fd9ab72b-1d59-4b08-995b-089151d4db61,5/26/2023 7:18:52 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:18:52 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51.5,H,2,JUBU,,IV,,5,,Survived,,,0,JUBU3,-119.843455257419,34.4130645873826
4090,853c50c1-fee1-4c76-8cf1-4d07e01f91b5,5/26/2023 7:18:54 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:18:54 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51.5,H,2,JUBU,,IV,,5,,Survived,,,0,JUBU4,-119.843450245035,34.4130647842797
4091,4edf522a-3783-4001-8d93-2b1d6c55a766,5/26/2023 7:18:56 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:18:56 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51.5,H,2,JUBU,,IV,,5,,Survived,,,0,JUBU5,-119.84345042608,34.4130623516135
4092,bf0b2f00-25ee-41d9-b296-d34d0e6f6e06,5/26/2023 7:18:58 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:18:58 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51.5,H,2,JUBU,,IV,,5,,Survived,,,0,JUBU6,-119.843452979772,34.4130683179889
4093,1acc7047-2bd9-4a1b-bd90-5e7f750fd1d9,5/26/2023 7:19:00 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:00 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,49,H,2,JUBU,,IV,,5+5,,Survived,,,0,JUBU1,-119.843447122977,34.4130660895184
4094,44b29db2-ebde-4557-95da-3525a9212fb4,5/26/2023 7:19:02 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:02 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,49,H,2,JUBU,,IV,,5+5,,Survived,,,0,JUBU2,-119.843450058529,34.4130536006421
4095,cd4214a8-17a9-4d86-8d85-9709e603273f,5/26/2023 7:19:04 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:04 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,49,H,2,JUBU,,IV,,5+5,,Survived,,Too small to identify,0,DICOT1,-119.843446544484,34.4130554998159
4096,0c4d597d-2c0f-41dd-bbe9-6dfaa7077771,5/26/2023 7:19:05 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:05 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,54,H,2,ELMA,,DC,,5,,other,Soil moisture,,0,0,-119.84343711623,34.4130615771898
4097,03d99e56-5f03-45ad-bf4f-89e892ff97d4,5/26/2023 7:19:07 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:07 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51.5,H,2,ELMA,,M,,5+5,,Survived,,,0,FEPE1,-119.843439433086,34.4130688695731
4098,95ee288e-aebe-4d9f-8477-7ea22e16b0f1,5/26/2023 7:19:09 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:09 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51.5,H,2,JUBU,,IV,,10,,Survived,,,0,JUBU1,-119.843449751217,34.4130646646356
4099,6a7b4dae-2d92-4b85-927b-2b52568070ee,5/26/2023 7:19:10 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:10 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51.5,H,2,JUBU,,IV,,10,,Survived,,,0,JUBU2,-119.843447287015,34.4130639641702
4100,5dac7272-168a-4c40-8bf7-c05587ca6e7a,5/26/2023 7:19:12 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:12 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52.5,H,2,JUBU,,A,,5+5,,Survived,,,0,JUBU1,-119.843450874326,34.4130630694909
4101,03201cf8-040d-49ed-b618-084cb5ace558,5/26/2023 7:19:14 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:14 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52.5,H,2,JUBU,,A,,5+5,,Survived,,,0,JUBU2,-119.843454390079,34.4130642444258
4102,7cbbe363-c190-4b7f-b9a6-288dd59b5cea,5/26/2023 7:19:16 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:16 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52.5,H,2,JUBU,,A,,5+5,,Survived,,,0,JUBU3,-119.843451056536,34.4130647085447
4103,0dd71c3a-c61e-43d5-af3e-8596b77d5b7d,5/26/2023 7:19:17 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:17 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51,H,2,JUBU,,A,,5,,Survived,,,0,JUBU1,-119.843446340959,34.4130645220868
4104,6fe68b36-92de-43ff-a136-12a8e99daea7,5/26/2023 7:19:19 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:19 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52.5,H,2,JUBU,,A,,5,,Survived,,,0,JUBU2,-119.843448829486,34.4130632686142
4105,9b1ef7d0-a784-434b-bb7a-5e752d80403c,5/26/2023 7:19:21 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:21 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52.5,H,2,JUBU,,A,,5,,Survived,,,0,JUBU3,-119.843449751497,34.4130687062431
4106,ad30d300-2760-46fb-8ebd-90eb724d3243,5/26/2023 7:19:22 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:22 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,50,H,2,DEFA,,A,,5+5,,Survived,,Too small to identify ,0,DICOT1,-119.843442853648,34.4130680830795
4107,7f66c951-e039-48ca-86dd-13be4b973c40,5/26/2023 7:19:24 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:24 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52.5,H,2,JUBU,,M,,5+5,,Survived,,,0,FEPE1,-119.843448761274,34.4130657211546
4108,0836f6f1-9dfc-4137-8ecb-f3ab69eab15e,5/26/2023 7:19:26 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:26 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,54,H,2,ELMA,,DC,,5+5,,other,Soil moisture,,0,0,-119.843442600099,34.4130627359865
4109,ecda1ddd-e137-46ad-ad5d-12a777ee49c2,5/26/2023 7:19:26 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:26 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,H,2,JUBU,,M,,10,,other,Soil moisture,,0,0,-119.843438167417,34.4130698438571
4110,0cf89f69-bc11-419e-afb1-a8bb8f22e794,5/26/2023 7:19:27 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:27 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52.5,H,2,ELMA,,DC,,10,,other,Soil moisture,,0,0,-119.84342701674,34.4130733692808
4111,0ecb53a6-862a-447f-9ac4-a6c7b119d102,5/26/2023 7:19:28 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:28 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51,H,2,ELMA,,IV,,10,,Survived,,,0,DICOT1,-119.843430523762,34.4130792258495
4112,8ec5ee4f-6871-4fd8-b627-b81e0acb1101,5/26/2023 7:19:30 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:30 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51.5,H,2,ELMA,,IV,,5+5,,Survived,,,0,FEPE1,-119.84344099047,34.4130740571221
4113,98486209-a02a-4c0a-9579-b0dce2234ab7,5/26/2023 7:19:31 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:31 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51,H,2,DEFA,,M,,5+5,,other,Soil moisture,,0,0,-119.843439380217,34.4130673582251
4114,d8742734-b8e7-48a0-b096-e000a7560fc0,5/26/2023 7:19:31 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:31 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,H,2,DEFA,,IV,,5,,other,Soil moisture,,0,0,-119.843439842963,34.4130698717034
4115,f4021491-decb-41b8-b6a8-51cdb3185480,5/26/2023 7:19:33 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:33 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,50.5,H,2,DEFA,,M,,10,,Survived,,,0,JUBU1,-119.843446572992,34.4130754825787
4116,14015b83-af94-4fc3-a6d3-906a80a131aa,5/26/2023 7:19:35 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:35 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,H,2,JUBU,,M,,5,,Survived,,Too small to identify ,0,DICOT1,-119.843448523851,34.4130740129125
4117,6445b6ef-8027-4516-9621-abe66c168b93,5/26/2023 7:19:36 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:36 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51,H,2,DEFA,,IV,,10,,other,Soil moisture,,0,0,-119.843441603927,34.4130683442048
4118,fd0b8757-4fc4-499c-879b-b20a168bdbaa,5/26/2023 7:19:36 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:36 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51,H,2,DEFA,,M,,5,,other,Soil moisture,,0,0,-119.843441284405,34.4130698773533
4119,6e5b8dd4-ffa6-41e7-b5df-1cf9579105ea,5/26/2023 7:19:38 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:38 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,51.5,H,2,ELMA,,M,,10,,Survived,,,0,FEPE1,-119.84344365437,34.4130721870681
4120,1e35630f-dee1-4c61-bb42-758b48c4c84d,5/26/2023 7:19:39 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:39 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,H,2,ELMA,,CP,,5+5,,Germinated,,,0,DICOT1,-119.843448194936,34.4130715375468
4121,e02d7f7c-47c2-4b5d-aa5e-9317350a881b,5/26/2023 7:19:41 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:41 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,56.5,H,2,ELMA,,IV,,5,,Survived,,Soil moisture,0,DICOT1,-119.843452234069,34.4130720789017
4122,c3826dd0-4033-4a10-a865-411304e5f59f,5/26/2023 7:19:45 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:45 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,55.5,H,2,ELMA,,M,,5,,Survived,,,0,JUBU1,-119.843446196025,34.4130695929726
4123,5c305027-cab4-4598-8d8d-6d437731eabd,5/26/2023 7:19:47 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:47 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,55.5,H,2,ELMA,,M,,5,,Germinated,,,0,FEPE1,-119.843440394813,34.4130660410574
4124,1f7f8e6c-8d15-4b39-9101-1546af5f9846,5/26/2023 7:19:48 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:48 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,57,H,2,JUBU,,A,,10,,other,Soil moisture,,0,0,-119.84343552812,34.413060791295
4125,364a5132-afdc-436c-85ae-0586262d9308,5/26/2023 7:19:49 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:49 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,50.5,H,2,DEFA,,A,,5,,Survived,,,0,DEFA1,-119.843435352197,34.4130584268389
4126,668accee-2d86-436e-8e0f-564cec61ded9,5/26/2023 7:19:50 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:50 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,50.5,H,2,ELMA,,CP,,5,,other,Soil moisture,,0,0,-119.84343863359,34.413066748648
4127,8b290872-a4ad-42df-99a0-67c302c550aa,5/26/2023 7:19:51 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:51 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,H,2,DEFA,,CP,,5+5,,other,Soil moisture,,0,0,-119.843435893742,34.4130623522085
4128,e84ab828-07d1-453b-99ed-81924f5eac53,5/26/2023 7:19:51 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:51 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,53,H,2,ELMA,,CP,,10,,other,Soil moisture,,0,0,-119.843434049515,34.413067580781
4129,3b31170d-e3ec-4626-b47d-b1bee8e72130,5/26/2023 7:19:52 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:52 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,50.5,H,2,DEFA,,CP,,10,,other,Soil moisture,,0,0,-119.843434941376,34.4130693899544
4130,6d66347a-aa02-4ce0-a081-73af1d1205a2,5/26/2023 7:19:54 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:54 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,49,Extras,Extras,JUBU,,A,,5,,Survived,,,0,JUBU1,-119.843434453742,34.4130723699022
4131,1488591b-5871-4dcc-8d09-9b8ecd9b1f25,5/26/2023 7:19:57 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:57 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,49,Extras,Extras,JUBU,,A,,5,,Survived,,,0,JUBU2,-119.84347174626,34.4130366440011
4132,27fe51ab-74e9-4302-93f5-8dfa2b6fee3f,5/26/2023 7:19:59 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:19:59 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,42,Extras,Extras,DEFA,,M,,10,,Survived,,Too small to identify,0,DICOT1,-119.843469730675,34.4130334958945
4133,bfcc3800-bd7e-494f-a9f2-362d012528d3,5/26/2023 7:20:01 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:01 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,42,Extras,Extras,DEFA,,M,,10,,Survived,,,0,FEPE1,-119.843494203734,34.4130382618948
4134,74ee3962-f0e2-4126-8629-907496ba3287,5/26/2023 7:20:06 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:06 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,50,Extras,Extras,ELMA,,M,,5,,Survived,,Too small to identify,0,DICOT1,-119.843488100677,34.4130336806759
4135,b23e4e73-aa3e-4d83-b9db-2fff37210de5,5/26/2023 7:20:08 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:08 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,50,Extras,Extras,ELMA,,M,,5,,Survived,,"Unable to identity, leaves have middle red vein",0,DICOT2,-119.843485698383,34.4130362504105
4136,06bc2a7f-7811-4146-8c41-f30275159c13,5/26/2023 7:20:10 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:10 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,46.5,Extras,Extras,ELMA,,DC,,10,,Survived,,Too small to identify,0,DICOT1,-119.843481472516,34.4130398831277
4137,bba46ca3-479f-4939-a580-f679480c4112,5/26/2023 7:20:12 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:12 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,50,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,0,DICOT1,-119.84348062967,34.4130379547856
4138,5c3afcb5-8fac-406d-8561-58626a18bb5d,5/26/2023 7:20:15 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:15 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,50,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,0,FEPE1,-119.843483942616,34.4130400492293
4139,adb528e0-434c-49cb-b958-e57b988ba3be,5/26/2023 7:20:17 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:17 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,50,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 100,0,FEPE2,-119.843481692843,34.4130406446953
4140,a9719619-188b-4413-98da-5c6571c4bd34,5/26/2023 7:20:20 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:20 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,48,Extras,Extras,ELMA,,M,,10,,Survived,,,0,FEPE1,-119.843478886536,34.4130401518735
4141,9968d72f-e6b3-43c1-8c90-738e48b49a28,5/26/2023 7:20:22 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:22 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,Extras,Extras,JUBU,,M,,10,,Survived,,"Unable to identify, middle red vein",0,DICOT1,-119.843477132312,34.4130382337907
4142,26a9f48a-eebb-467b-8072-bfc8dde7787f,5/26/2023 7:20:24 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:24 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,Extras,Extras,JUBU,,M,,10,,Survived,,,0,JUBU1,-119.843477015275,34.413036394101
4143,6194c479-76c7-41f4-bc43-a69186d7daec,5/26/2023 7:20:26 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:26 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,Extras,Extras,JUBU,,M,,10,,Survived,,,0,JUBU2,-119.843475400575,34.4130316254796
4144,bb0f180d-2a30-4de4-8d1b-733aeaabef56,5/26/2023 7:20:28 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:28 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,Extras,Extras,JUBU,,M,,10,,Survived,,,0,JUBU3,-119.843474205329,34.4130265982967
4145,57c47e68-61e3-43c8-b1ec-8746bbe4e836,5/26/2023 7:20:31 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:31 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52,Extras,Extras,JUBU,,M,,10,,Survived,,,0,JUBU4,-119.843482140485,34.4130245253547
4146,0b4e98db-9e20-40ef-906b-9428cfb36aaa,5/26/2023 7:20:33 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:33 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,48.5,Extras,Extras,ELMA,,IV,,Extras,,Survived,,"ELMA 100, too small to identify",0,DICOT1,-119.843482894766,34.4130216047869
4147,8a6bfb6c-82d0-461f-955e-942829b02b08,5/26/2023 7:20:36 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:36 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,47.5,Extras,Extras,JUBU,,M,,Extras,,Survived,,JUBU 100,0,DICOT1,-119.84347387368,34.4130268968394
4148,ae593a6f-0189-4145-9b1c-b54803243359,5/26/2023 7:20:37 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:37 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,48,Extras,Extras,FEPE,,IV,,Extras,,other,Disappeared,FEPE 200,0,DICOT1,-119.84347929626,34.413028695083
4149,3213aff1-fb59-40ee-ad4f-d98d18b74fd6,5/26/2023 7:20:39 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:39 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,48,Extras,Extras,FEPE,,IV,,Extras,,Survived,,"FEPE 200, too small to identify",0,DICOT2,-119.8434835903,34.4130319902169
4150,1d5e47af-06a7-4b1b-9f93-1e640aeca2af,5/26/2023 7:20:41 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:41 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,48,Extras,Extras,FEPE,,IV,,Extras,,Survived,,FEPE 200,0,FEPE1,-119.84348740759,34.4130388251167
4151,0731d035-956c-40bd-ab92-2a3008045d6a,5/26/2023 7:20:44 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:20:44 PM,fhasan@umail.ucsb.edu_ucsb,5/26/2023 7:00:00 PM,Fez and Ricky,14.25,54,65,52.5,Extras,Extras,JUBU,,IV,,5,,Survived,,"Unable to identify, long narrow leaves ",0,DICOT1,-119.843486963135,34.4130392531538
